‘The Onion’ Invites Republican Candidate Greg Gianforte To Physically Assault Our Entire Editorial Staff,https://www.theonion.com/the-onion-invites-republican-candidate-greg-gianforte-1819579958
Just Who Are The Trumps, Exactly?,https://www.theonion.com/just-who-are-the-trumps-exactly-1819579955
Every American Should Be Extremely Unsettled By The Initiatives Trump’s Cabinet Is Pursuing,https://www.theonion.com/every-american-should-be-extremely-unsettled-by-the-ini-1819579950
Who Are The Deeply Disturbed Individuals In Trump’s Inner Circle?,https://www.theonion.com/who-are-the-deeply-disturbed-individuals-in-trump-s-inn-1819579946
What Is Trump Hiding?,https://www.theonion.com/what-is-trump-hiding-1819579940
Kicking, Screaming Warren Buffett Dragged From Caesars Palace After Losing Everything At Roulette Wheel,https://www.theonion.com/kicking-screaming-warren-buffett-dragged-from-caesars-1819579935
Pressure Mounting For Humans To Step Down As Head Of Failing Global Ecosystem,https://www.theonion.com/pressure-mounting-for-humans-to-step-down-as-head-of-fa-1819579924
Greyhound To Send Chimps On Pioneering Bus Trip From Buffalo To Atlantic City,https://www.theonion.com/greyhound-to-send-chimps-on-pioneering-bus-trip-from-bu-1819579895
Ecuadorian Officials Starting To Get Sick Of Julian Assange Always Leaving Dirty Dishes All Over Embassy,https://www.theonion.com/ecuadorian-officials-starting-to-get-sick-of-julian-ass-1819579878
NASA Designs Suit Capable Of Protecting Humans Hoping To One Day Live On Earth,https://www.theonion.com/nasa-designs-suit-capable-of-protecting-humans-hoping-t-1819579836
Hundreds Of Blind, Pallid Disney Characters Discovered Living In Caves Deep Within Space Mountain,https://www.theonion.com/hundreds-of-blind-pallid-disney-characters-discovered-1819579793
Archaeologists Uncover Last Human To Die Happy,https://www.theonion.com/archaeologists-uncover-last-human-to-die-happy-1819579784
Innovative Business Always On The Cutting Edge Of What Other Companies Have Been Doing For A Few Years,https://www.theonion.com/innovative-business-always-on-the-cutting-edge-of-what-1819579727
Child Protective Services Take 80 Million Children Into Custody After Discovering No One In Country Fit To Be Parent,https://www.theonion.com/child-protective-services-take-80-million-children-into-1819579659
‘What If We Try This?’ Asks Robotics Grad Student About To Eliminate 30% Of Workforce,https://www.theonion.com/what-if-we-try-this-asks-robotics-grad-student-about-1819579651
Surgically Altered Obama Doubles Struggling To Find Work After Presidency,https://www.theonion.com/surgically-altered-obama-doubles-struggling-to-find-wor-1819579627
World Agrees To Just Take Down Internet For A While Until They Can Find A Good Use For It,https://www.theonion.com/world-agrees-to-just-take-down-internet-for-a-while-unt-1819579575
Heading,Link
Cockroaches Feeling Very Optimistic About Future Of Planet,https://www.theonion.com/cockroaches-feeling-very-optimistic-about-future-of-pla-1819579564
World Wildlife Fund Urges Americans To Just Grab Whatever Animal They See And Try To Keep It Alive,https://www.theonion.com/world-wildlife-fund-urges-americans-to-just-grab-whatev-1819579525
The Onion’s 2016 Fish Of The Year Is…This Fish,https://www.theonion.com/the-onion-s-2016-fish-of-the-year-is-this-fish-1819579494
Scientists Make Discovery About World’s Silt Deposits But Understand If You Aren’t Interested In That,https://www.theonion.com/scientists-make-discovery-about-world-s-silt-deposits-b-1819579489
City Of Chicago Working Around Clock To Clear 18 Inches Of Bullet Casings From Streets,https://www.theonion.com/city-of-chicago-working-around-clock-to-clear-18-inches-1819579485
Historians Piece Together Carnival East India Company’s First Cruise In 1605,https://www.theonion.com/historians-piece-together-carnival-east-india-company-s-1819579469
Deep-Sea Godiva Rig Taps World’s Largest Offshore Ganache Deposit,https://www.theonion.com/deep-sea-godiva-rig-taps-world-s-largest-offshore-ganac-1819579452
Nate Silver Gunned Down Attempting To Cross Mexican Border With All 2016 Polling Data,https://www.theonion.com/nate-silver-gunned-down-attempting-to-cross-mexican-bor-1819579401
Psychologists Say It Perfectly Natural To Fantasize About Sandwiches Other Than One Currently In Hand,https://www.theonion.com/psychologists-say-it-perfectly-natural-to-fantasize-abo-1819579393
New Company Aims To Explore Intersection Of Technology, Other Thing,https://www.theonion.com/new-company-aims-to-explore-intersection-of-technology-1819579383
The Onion Humbly Offers Up Its Offices To Imprison The Women Who Have Wrongfully Accused Donald Trump,https://www.theonion.com/the-onion-humbly-offers-up-its-offices-to-imprison-the-1819579397
Sunny Saves Bo From Mountain Lion During Cross-Country Journey To Reunite With Obamas,https://www.theonion.com/sunny-saves-bo-from-mountain-lion-during-cross-country-1819579373
Subway Breeding Program Successfully Creates Black Forest Ham–Meatball Marinara Hybrid,https://www.theonion.com/subway-breeding-program-successfully-creates-black-fore-1819579347
‘The Onion’ Is Withholding Our Endorsement For President Until Both Candidates Respond To Our Questionnaire,https://www.theonion.com/the-onion-is-withholding-our-endorsement-for-presiden-1819579352
National Association Of Enablers To Americans: ‘C’mon’,https://www.theonion.com/national-association-of-enablers-to-americans-c-mon-1819579335
CIA Orchestrates Coup D’État To Replace Entire Population Of Venezuela,https://www.theonion.com/cia-orchestrates-coup-d-etat-to-replace-entire-populati-1819579319
Man Wakes From Coma With Ability To Understand Health Insurance Policy,https://www.theonion.com/man-wakes-from-coma-with-ability-to-understand-health-i-1819579312
‘The Onion’ Has Obtained Donald Trump’s Tax Returns And Has Chosen To Destroy Them,https://www.theonion.com/the-onion-has-obtained-donald-trump-s-tax-returns-and-1819579307
Report: U.S. Students Lack Language Skills, Vocabulary To Effectively Belittle Classmates,https://www.theonion.com/report-u-s-students-lack-language-skills-vocabulary-1819579257
Report: Feeling Bad Right Now Most Reliable Predictor Of Feeling Bad Forever,https://www.theonion.com/report-feeling-bad-right-now-most-reliable-predictor-o-1819579273
Heading,Link
New STEM Initiative Just Tries To Dissuade Students In Other Countries From Pursuing Science Careers,https://www.theonion.com/new-stem-initiative-just-tries-to-dissuade-students-in-1819579219
Team Of Vatican Geneticists Successfully Clone God,https://www.theonion.com/team-of-vatican-geneticists-successfully-clone-god-1819579224
Incoming Class Of Subway Trainees Spends Week Practicing On Sandwich Cadavers,https://www.theonion.com/incoming-class-of-subway-trainees-spends-week-practicin-1819579198
‘I Can’t Do This Anymore,’ Think 320 Million Americans Quietly Going About Day,https://www.theonion.com/i-can-t-do-this-anymore-think-320-million-americans-1819579152
Ayatollah Khamenei Addresses Tehran Prison Mess Hall During Annual Press Correspondents’ Dinner,https://www.theonion.com/ayatollah-khamenei-addresses-tehran-prison-mess-hall-du-1819579109
Obama Holds Camp David Summit To Ease Tensions With Coyotes,https://www.theonion.com/obama-holds-camp-david-summit-to-ease-tensions-with-coy-1819579099
‘We Get The Food And Then We Eat The Food Until All The Food Is Gone,’ City Of Chicago Announces Unprompted,https://www.theonion.com/we-get-the-food-and-then-we-eat-the-food-until-all-the-1819579002
Investigators: First 48 Hours Most Critical In Locating Missing Children Who Entered Portal To Fantastical World,https://www.theonion.com/investigators-first-48-hours-most-critical-in-locating-1819579006
NASA Social Media Manager Considers Himself Part Of Team,https://www.theonion.com/nasa-social-media-manager-considers-himself-part-of-tea-1819579003
CDC Horrified After Discovering Existence Of Thousands Of Public Pools,https://www.theonion.com/cdc-horrified-after-discovering-existence-of-thousands-1819578961
FBI Discontinues Surveillance Of Muslim Americans After Completing 15-Year Study Of Beautiful Culture,https://www.theonion.com/fbi-discontinues-surveillance-of-muslim-americans-after-1819578948
Obama Discovers Telepathic Connection With Military Drone In Afghanistan,https://www.theonion.com/obama-discovers-telepathic-connection-with-military-dro-1819578944
Nation’s Overthinkers Convene To Determine What That’s Supposed To Mean,https://www.theonion.com/nation-s-overthinkers-convene-to-determine-what-that-s-1819578931
Brazen Man Leaves Copy Of ‘Consent To Kill’ By Vince Flynn Unattended In Coffee Shop While Going To Bathroom,https://www.theonion.com/brazen-man-leaves-copy-of-consent-to-kill-by-vince-fl-1819578916
Leaked Documents Reveal Studio Executives Knew About ‘Gods Of Egypt’ Before It Released Onto Public,https://www.theonion.com/leaked-documents-reveal-studio-executives-knew-about-g-1819578910
Man’s Garbage To Have Much More Significant Effect On Planet Than He Will,https://www.theonion.com/man-s-garbage-to-have-much-more-significant-effect-on-p-1819578908
Wealthy Socialite Falling For Unrefined But Beautiful Lower-Class Populace,https://www.theonion.com/wealthy-socialite-falling-for-unrefined-but-beautiful-l-1819578892
Ayahuasca Shaman Dreading Another Week Of Guiding Tech CEOs To Spiritual Oneness,https://www.theonion.com/ayahuasca-shaman-dreading-another-week-of-guiding-tech-1819578907
Christ Does Soft Return To Gauge Interest,https://www.theonion.com/christ-does-soft-return-to-gauge-interest-1819578856
Assault Rifle In Iraq Losing Track Of How Many Times It’s Switched Sides During War,https://www.theonion.com/assault-rifle-in-iraq-losing-track-of-how-many-times-it-1819578846
Heading,Link
New OSHA Regulations To Cut Down On Workplace Mutations,https://www.theonion.com/new-osha-regulations-to-cut-down-on-workplace-mutations-1819578835
Officials Starting To Think School Just Not Nation’s Thing,https://www.theonion.com/officials-starting-to-think-school-just-not-nation-s-th-1819578828
ExxonMobil CEO Relieved It Finally Too Late To Do Anything About Climate Change,https://www.theonion.com/exxonmobil-ceo-relieved-it-finally-too-late-to-do-anyth-1819578782
New Royal Caribbean Cruise Just 12-Day Buffet On Floor Of Empty Dockside Warehouse,https://www.theonion.com/new-royal-caribbean-cruise-just-12-day-buffet-on-floor-1819578766
Struggling Nation Sends Middle Class To Go Live With Canadian Government For A While,https://www.theonion.com/struggling-nation-sends-middle-class-to-go-live-with-ca-1819578760
Mattel Releases New Male Barbie To Inspire Girls To Imagine Holding Highest Leadership Positions,https://www.theonion.com/mattel-releases-new-male-barbie-to-inspire-girls-to-ima-1819578707
Scientists Slowly Reintroducing Small Group Of Normal, Well-Adjusted Humans Into Society,https://www.theonion.com/scientists-slowly-reintroducing-small-group-of-normal-1819578704
Nation Comes To Halt To Watch Crane Move Massive Concrete Tube,https://www.theonion.com/nation-comes-to-halt-to-watch-crane-move-massive-concre-1819578701
Report: Leading Cause Of Death Still Venturing Beyond The Pines,https://www.theonion.com/report-leading-cause-of-death-still-venturing-beyond-t-1819578695
World Makes Final Attempt To Try To Understand This Shit,https://www.theonion.com/world-makes-final-attempt-to-try-to-understand-this-shi-1819578744
Nation Reaffirms Commitment To Things They Recognize,https://www.theonion.com/nation-reaffirms-commitment-to-things-they-recognize-1819578733
Obama Transformed Into 20-Foot-Tall Monster President After Being Doused With Job-Growth Chemical,https://www.theonion.com/obama-transformed-into-20-foot-tall-monster-president-a-1819578666
Vatican City Residents Rally To Save St. Peter’s Basilica From Development,https://www.theonion.com/vatican-city-residents-rally-to-save-st-peter-s-basili-1819578627
Obama Tells Nation To Just Chalk Up Today As Loss,https://www.theonion.com/obama-tells-nation-to-just-chalk-up-today-as-loss-1819578620
Parallel World Leaders Meet In Washington For Interdimensional Summit,https://www.theonion.com/parallel-world-leaders-meet-in-washington-for-interdime-1819578579
Disney World Opens New Ordeal Kingdom For Family Meltdowns,https://www.theonion.com/disney-world-opens-new-ordeal-kingdom-for-family-meltdo-1819578568
Pentagon Holds Gala To Celebrate 25 Years Of Bombing Iraq,https://www.theonion.com/pentagon-holds-gala-to-celebrate-25-years-of-bombing-ir-1819578553
Khalid Sheikh Mohammed Reluctantly Accepts Alternative Sentence Of Coaching Troublesome Youth Sports Team,https://www.theonion.com/khalid-sheikh-mohammed-reluctantly-accepts-alternative-1819578552
Monsanto Lab On Lockdown After Scientists Find Shattered Tomato Containment Unit,https://www.theonion.com/monsanto-lab-on-lockdown-after-scientists-find-shattere-1819578546
Coca-Cola Marketing Strategist Named New United States PR Laureate,https://www.theonion.com/coca-cola-marketing-strategist-named-new-united-states-1819578518
Heading,Link
Vatican Tour Group Catches Glimpse Of Pale, Emaciated Joseph Ratzinger Scuttling Into Dark Catacombs,https://www.theonion.com/vatican-tour-group-catches-glimpse-of-pale-emaciated-j-1819578499
Nation’s Oppressed Christians Huddle Underground To Light Single Shriveled Christmas Shrub,https://www.theonion.com/nation-s-oppressed-christians-huddle-underground-to-lig-1819578481
Crowds Of Stock Traders Gather At Weeping Statue Of Wall Street Bull,https://www.theonion.com/crowds-of-stock-traders-gather-at-weeping-statue-of-wal-1819578464
Nation Figured Everything Would Run On Some Kind Of Cubes Of Blue Energy By Now,https://www.theonion.com/nation-figured-everything-would-run-on-some-kind-of-cub-1819578420
Economists Estimate Human Civilization Still Years Away From Turning Profit,https://www.theonion.com/economists-estimate-human-civilization-still-years-away-1819578413
Executive Recalls Booming Private Prison Corporation’s Humble Beginnings As Modest 6-Cell Facility,https://www.theonion.com/executive-recalls-booming-private-prison-corporation-s-1819578395
Vicious, Feral House Republicans Run Loose Across D.C. Following Resignation Of Caretaker,https://www.theonion.com/vicious-feral-house-republicans-run-loose-across-d-c-1819578391
FBI Counterterrorism Agent Wistfully Recalls Watching 20-Year-Old Muslim-American Grow Up,https://www.theonion.com/fbi-counterterrorism-agent-wistfully-recalls-watching-2-1819578372
Bisquick Unveils Sprawling State-Of-The-Art Silicon Valley Campus,https://www.theonion.com/bisquick-unveils-sprawling-state-of-the-art-silicon-val-1819578375
Obama Follows White Stallion Into Moonlit Rose Garden,https://www.theonion.com/obama-follows-white-stallion-into-moonlit-rose-garden-1819578331
Study Finds Carving Names Into Public Property Prolongs Relationship By 30 Or More Years,https://www.theonion.com/study-finds-carving-names-into-public-property-prolongs-1819578330
Aging Mother Knows Any Wrong Move Could Be Taken For Telltale Sign Of Dementia,https://www.theonion.com/aging-mother-knows-any-wrong-move-could-be-taken-for-te-1819578320
NASA Hoping To Get In On Some Defense Funding With Plan For Torpedo-Equipped Orbital Telescope,https://www.theonion.com/nasa-hoping-to-get-in-on-some-defense-funding-with-plan-1819578304
Biologists Still No Closer To Discovering How Birds Have Sex,https://www.theonion.com/biologists-still-no-closer-to-discovering-how-birds-hav-1819578301
Childish 12-Year-Old Still Believes In Father,https://www.theonion.com/childish-12-year-old-still-believes-in-father-1819578269
‘Our Town’ Cast Party Going Off The Rails,https://www.theonion.com/our-town-cast-party-going-off-the-rails-1819578265
Archaeologists Reconstruct Snyder’s Of Hanover Pretzel From Pieces Discovered In Des Moines–Area Stop ’N Go,https://www.theonion.com/archaeologists-reconstruct-snyder-s-of-hanover-pretzel-1819578303
New Evidence Confirms First Human Ancestors Climbed Down From Trees To Retrieve Dropped Snack,https://www.theonion.com/new-evidence-confirms-first-human-ancestors-climbed-dow-1819578286
Company’s HR Manager Really Pushing Infinite-Deductible Health Care Plan,https://www.theonion.com/company-s-hr-manager-really-pushing-infinite-deductible-1819578254
Species That Had 25 Million Years To Evolve Pathetically Snuffed Out In 8 Years,https://www.theonion.com/species-that-had-25-million-years-to-evolve-patheticall-1819578222
Heading,Link
Nation’s Marketers Only People Still Trying To Reach Inner-City Child,https://www.theonion.com/nation-s-marketers-only-people-still-trying-to-reach-in-1819578210
Secretary Of Labor Assures Nation There Still Plenty Of Jobs For Americans Willing To Outwork Robots,https://www.theonion.com/secretary-of-labor-assures-nation-there-still-plenty-of-1819578194
Goodwill Executives Arrested After Years Of Skimming Donated Goods Off Top,https://www.theonion.com/goodwill-executives-arrested-after-years-of-skimming-do-1819578191
NASA Deploys Congressional Rover To Search For Funding,https://www.theonion.com/nasa-deploys-congressional-rover-to-search-for-funding-1819578176
New Magnet School Opens For Students With Interest In Receiving Competent Education,https://www.theonion.com/new-magnet-school-opens-for-students-with-interest-in-r-1819578164
Lindsey Graham Struggling To Stay Awake While Driving Empty Campaign Bus Overnight To Next Event,https://www.theonion.com/lindsey-graham-struggling-to-stay-awake-while-driving-e-1819578156
Scientists Confident Artificially Intelligent Machines Can Be Programmed To Be Lenient Slave Masters,https://www.theonion.com/scientists-confident-artificially-intelligent-machines-1819578148
New SeaWorld Show Just Elephant Drowning In Large Tank Of Water With No Explanation,https://www.theonion.com/new-seaworld-show-just-elephant-drowning-in-large-tank-1819578125
Climate Change Deniers Present Graphic Description Of What Earth Must Look Like For Them To Believe,https://www.theonion.com/climate-change-deniers-present-graphic-description-of-w-1819578104
Encouraging Study Finds It Now Easier Than Ever For American Dollars To Rise Into Upper Class,https://www.theonion.com/encouraging-study-finds-it-now-easier-than-ever-for-ame-1819578095
Wildlife Experts Say Not Climbing Into Gorilla Enclosure Likely Saved Man’s Life,https://www.theonion.com/wildlife-experts-say-not-climbing-into-gorilla-enclosur-1819578123
Single Woman With 3 Young Children Unaware She Subject Of 984 Judgments Today,https://www.theonion.com/single-woman-with-3-young-children-unaware-she-subject-1819578101
Poll: Majority Of Voters Not Looking For Serious, Long-Term Candidate Right Now,https://www.theonion.com/poll-majority-of-voters-not-looking-for-serious-long-1819578071
Report: Rising Disney World Ticket Costs Prompting Many Parents To Leave Children At Home,https://www.theonion.com/report-rising-disney-world-ticket-costs-prompting-many-1819578075
Matt Damon Loses $500 To Guy Who Promised Professional-Looking Headshots,https://www.theonion.com/matt-damon-loses-500-to-guy-who-promised-professional-1819578067
Longtime Science Textbook Retires After 40 Years In Public School System,https://www.theonion.com/longtime-science-textbook-retires-after-40-years-in-pub-1819578045
Local Swingers Not Going To Drive Out To Goddamn Oakdale,https://www.theonion.com/local-swingers-not-going-to-drive-out-to-goddamn-oakdal-1819578036
Long John Silver’s Introduces New Golden Fried Abomination From The Deep,https://www.theonion.com/long-john-silver-s-introduces-new-golden-fried-abominat-1819578026
Palestinian Man Marvels At How Much Childhood Refugee Camp Has Changed,https://www.theonion.com/palestinian-man-marvels-at-how-much-childhood-refugee-c-1819578020
New York City Abuzz Over New Resident,https://www.theonion.com/new-york-city-abuzz-over-new-resident-1819577989
Heading,Link
Researchers Say Virgin Mary Actually God’s Second Choice To Bear Son,https://www.theonion.com/researchers-say-virgin-mary-actually-god-s-second-choic-1819577968
World’s Frogs Unveil 5-Million-Year Plan To Move Up Food Chain,https://www.theonion.com/world-s-frogs-unveil-5-million-year-plan-to-move-up-foo-1819577947
